block_time_day,market_supply_assets_USD,market_borrow_assets_USD,MORPHO_tokens_supply,MORPHO_tokens_borrow,MORPHO_dollars_supply,MORPHO_dollars_borrow,vaults_revenue
2025-02-06T00:00:00.000000,2572781730.3351493,2125500006.0176024,45248.755428821714,4495.645812405248,87687.02055921998,8712.054594971865,24149.111357826096
2024-03-11T00:00:00.000000,86728312.9773047,77389277.99259762,40542.44694132334,0.0,4338.041822721596,0.0,1690.634629697863
2024-12-25T00:00:00.000000,2248851565.7503295,1835254816.2497978,75159.99999999997,7650.215622510459,211928.12486341663,21577.63181888444,33486.55486198866
2024-01-06T00:00:00.000000,10387.479470734837,84.76610217309545,0.0,0.0,0.0,0.0,0.000049860292090832174
2024-08-06T00:00:00.000000,731694355.2773702,534342881.7808752,44882.503510674076,3950.3578385950996,33482.34761896287,2946.966947591944,1550.8896642431778
2024-02-04T00:00:00.000000,29328081.511027418,24178593.31320983,5720.349563046191,0.0,612.0774032459427,0.0,144.69674541016118
2024-03-29T00:00:00.000000,135328663.83214188,105049853.99954465,41431.335830212236,0.0,4433.152933832707,0.0,1301.1204684198362
2025-01-12T00:00:00.000000,2660954500.045693,2074357921.5877478,71492.66332085819,7279.661299340925,194382.09219333527,19789.414915190806,15483.845703450388
2024-05-15T00:00:00.000000,498968577.4129645,398713578.02455103,39037.307829528145,0.0,4176.9919377595115,0.0,3041.2754232410944
2025-03-18T00:00:00.000000,2289859966.013784,1760999142.645682,33579.3013129873,3217.2112504328093,43567.04777624521,4174.390162514791,15792.727407836226
2025-02-17T00:00:00.000000,2684868303.1119795,2129351864.2698858,43786.19985849289,4238.7236479637395,94681.39677577495,9165.881175573757,18825.468305938582
2025-02-28T00:00:00.000000,2392107072.9684505,1951286303.6376672,31933.695600824813,3290.2757151087394,76485.01997069856,7880.682293421847,21032.6771745526
2024-06-02T00:00:00.000000,646812352.0631456,548703604.763928,40121.02655555555,0.0,4292.949841444443,0.0,2435.965475677606
2025-03-07T00:00:00.000000,2411044884.7807975,1852766325.3311553,32244.348765409195,3373.684268164377,51326.36210793507,5372.9279599044075,19039.506412992196
2024-01-24T00:00:00.000000,27244321.903697424,16289189.01462581,5068.664169787764,0.0,542.347066167291,0.0,36.77381972567175
2025-04-05T00:00:00.000000,2297407174.7307596,1822688588.683229,34501.103945521034,3174.6369726307535,28689.72934978542,2581.545360852253,12166.41890491855
2025-01-30T00:00:00.000000,2813876453.1404414,2269850375.254128,67429.5705154574,6684.239949086047,211082.6195719116,20925.360046518967,24465.25467174604
2024-09-04T00:00:00.000000,706734216.4417925,566345653.7997619,50415.01820310805,4573.607554206874,37609.60357951862,3411.911235438327,1829.152900815933
2024-08-17T00:00:00.000000,762962199.6109673,558534704.82487,46454.92422511689,4536.848291372257,34655.3734719372,3384.4888253637046,1476.1260945174697
2024-04-09T00:00:00.000000,379383439.5227629,308333058.1891877,39735.95505617977,0.0,4251.747191011234,0.0,1995.8413256875695
2024-10-10T00:00:00.000000,738289968.7325861,594827336.3251556,58378.746576703044,5199.695492128822,43550.54494622049,3878.9728371280985,2350.8900135798544
2024-07-01T00:00:00.000000,811726903.4651742,624429027.4312724,54427.06848216067,3050.454907520567,5823.696327591189,326.3986751047006,1932.0047635531937
2024-11-08T00:00:00.000000,923910489.344823,712653395.0596374,63724.64198767717,6383.1324060314155,47538.58292280713,4761.816774899431,3065.127823656652
2024-10-21T00:00:00.000000,747233124.5606265,556411859.0505841,59945.19544190862,5038.998972731437,44719.115799663836,3759.0932336576534,2414.5402504775307
2024-07-19T00:00:00.000000,819998902.1212579,628983250.2113786,48799.07232948708,6127.069282962055,5221.500739255114,655.59641327694,1723.1772465930042
2024-04-27T00:00:00.000000,505783493.5679298,399149881.630231,37987.25105118601,0.0,4064.6358624769023,0.0,1865.1358490890161
2024-11-26T00:00:00.000000,1327867830.9086297,1091459167.063413,85127.57548187724,10587.611681986677,80842.36266455812,10070.757384974204,5749.564080369109
2024-02-22T00:00:00.000000,62225322.33297146,53909584.88002153,28373.90761548064,0.0,3036.0081148564277,0.0,549.3537997270014
2024-12-14T00:00:00.000000,1894530945.3851638,1547367617.6002088,89659.99999999999,11282.541163108,277969.3363144666,34936.35142507101,16288.456606281265
2024-06-13T00:00:00.000000,762678363.7579707,627600913.8846117,78663.0981903186,2868.812157569315,8416.95150636409,306.9629008599166,2755.766483188134
2024-09-22T00:00:00.000000,702336419.4458557,580322433.1784216,53043.761824653906,4284.0541913922625,39570.646321191845,3195.90442677863,2424.8937082512457
2025-02-21T00:00:00.000000,2708398288.1217284,2122629333.6326735,43589.68484107816,4294.647962617474,103708.07517722025,10217.35361814324,20661.24490671163
2025-01-05T00:00:00.000000,2648003650.5000334,2079822705.9660318,71521.9263481082,6822.668825142213,240285.53843676794,22921.872305126202,33424.169317502965
2024-07-12T00:00:00.000000,814741978.3548405,606016293.8964176,50616.3573287902,5645.934411311243,5415.950234180553,604.1149820103027,1739.0057150938694
2024-12-18T00:00:00.000000,2036762118.5936127,1645216148.4895847,89660.00000000001,10985.853237783123,234798.8114706604,28773.59805037158,24959.298473782295
2024-09-15T00:00:00.000000,705360437.572352,547323061.7228976,50583.28899418163,3967.799809379019,37735.1335896595,2959.978657796749,1799.4979767679597
2024-06-06T00:00:00.000000,708169197.0076307,578167944.7829473,40778.4446111111,0.0,4363.293573388886,0.0,2757.991880610109
2024-12-07T00:00:00.000000,1726046830.1292071,1399393718.1543717,85699.99999999996,11208.39596542295,196046.816144183,25625.553957320994,15218.151618777198
2025-04-16T00:00:00.000000,2120051309.0179622,1683064146.722646,31468.259692100182,2943.1039628402145,27498.872240996265,2571.818318952473,10450.870830905234
2024-11-19T00:00:00.000000,959479833.1872752,790670561.7432615,71327.30122578378,7513.110290023607,53210.166714434694,5604.780276357613,5389.353921533604
2024-10-03T00:00:00.000000,735912666.0822673,582362504.4147742,56966.66958347487,5347.135786383008,42497.13550927227,3988.963296641723,2332.4538761981125
2025-01-23T00:00:00.000000,2764953785.5598493,2270851537.6475186,67233.95344931167,5765.459169701462,221870.6886223343,19025.76745244691,22808.414186389826
2024-01-28T00:00:00.000000,26545599.30705415,20601993.472521607,5068.664169787764,0.0,542.347066167291,0.0,65.68261171760915
2024-04-20T00:00:00.000000,482267593.6306448,411150567.9469828,37987.25105118601,0.0,4064.6358624769027,0.0,1608.7359929996132
2024-03-04T00:00:00.000000,76393438.79398932,66963411.67213394,30055.555555555547,0.0,3215.9444444444425,0.0,850.9201005812736
2024-07-30T00:00:00.000000,787049498.7522969,635874150.5706433,49851.25248895431,5869.137367416431,5334.084016318112,627.9976983135579,2275.10117134013
2024-06-24T00:00:00.000000,786688471.735508,637832123.2055944,52112.103904090836,2749.980515496395,5575.9951177377225,294.2479151581143,2177.778285503001
2024-05-08T00:00:00.000000,507725608.67002463,392194900.0890071,38255.49846879756,0.0,4093.3383361613382,0.0,1487.208229323517
2024-08-10T00:00:00.000000,764846533.9155166,552163930.423384,45597.90545384304,4234.431738822198,34016.037468566916,3158.886077161359,1302.7162020332623
2024-05-26T00:00:00.000000,574478186.0597689,493881267.8666043,41558.29460730592,0.0,4446.7375229817335,0.0,1962.7793919079004
2024-02-15T00:00:00.000000,50431485.34637362,43492609.16641621,27873.90761548064,0.0,2982.5081148564277,0.0,371.03445611977435
2024-08-28T00:00:00.000000,687736553.2971513,572256345.2670985,48663.12544702125,4589.736229240403,36302.69158347786,3423.9432270133407,1631.0824341210596
2024-10-14T00:00:00.000000,739716600.7208967,579969627.3060867,59380.48640846002,5325.860264202999,44297.8428607112,3973.091757095439,2546.13847079082
2024-04-02T00:00:00.000000,241203353.30344218,212924397.84896523,43446.31710362047,0.0,4648.75593008739,0.0,1554.0469152912585
2024-11-01T00:00:00.000000,897416435.3494421,720504343.3244314,62256.838823909246,5127.386917468135,46443.6017626363,3825.030640431231,2830.863524374564
2024-01-17T00:00:00.000000,8936322.36568224,8296245.959285131,5068.664169787764,0.0,542.347066167291,0.0,51.34752042585673
2025-02-10T00:00:00.000000,2568666283.1692348,2079759879.8600085,45622.94014016267,4479.8551071541315,93681.65697227606,9198.75385092364,20204.772496121914
2025-03-29T00:00:00.000000,2194921016.9024296,1580297107.006576,33096.70016005829,2907.3019788746747,46841.07971857271,4115.298447033918,11448.90898935116
2024-03-22T00:00:00.000000,107245137.33317712,88349280.85916206,41431.335830212236,0.0,4433.152933832707,0.0,1740.2575561947558
2025-03-11T00:00:00.000000,2255073315.955232,1753288035.789228,32938.71094349749,3279.202902362277,37829.572366999884,3767.717559438122,17603.83456711784
2025-04-20T00:00:00.000000,2062800230.0708885,1679615777.2453222,10645.329997206738,1015.9941535222088,8382.820351527645,794.3340325776984,5364.235394379693
2025-02-03T00:00:00.000000,2660533508.4309525,2237803378.698742,44892.82757030781,4716.500408760702,101582.96334595073,10671.281288831728,39632.073817027056
2024-03-15T00:00:00.000000,108639224.33224474,94380769.1731531,40542.446941323346,0.0,4338.041822721596,0.0,1594.6141541431532
2025-02-14T00:00:00.000000,2691635642.3071523,2135811564.5531938,43663.0093010607,4218.422849321908,88706.38928282923,8569.901379559018,19731.379866643772
2024-09-26T00:00:00.000000,710707292.3588562,584845370.2263827,53880.81366512161,4392.327540410047,40195.08699418072,3276.6763451458955,3074.716521688316
2024-05-01T00:00:00.000000,499661606.623371,390481054.837079,38362.25105118602,0.0,4104.760862476903,0.0,1164.8310687660019
2024-12-29T00:00:00.000000,2428609911.0884504,1892933066.3929288,75159.99999999999,7542.030729849566,226760.19046071198,22747.535632188745,30536.921695024295
2024-09-08T00:00:00.000000,690567117.8230574,541534271.9513589,49052.128726212744,4306.888389609128,36592.88802975471,3212.9387386484113,1448.065534616381
2025-01-16T00:00:00.000000,2604170345.763577,2138722739.5757957,71344.72626524158,7293.3980355398135,214217.67363584385,21907.595407570185,29353.25202588036
2024-03-26T00:00:00.000000,122829206.93903273,91413000.84676884,41431.33583021223,0.0,4433.152933832707,0.0,1631.055910767123
2024-02-08T00:00:00.000000,35533785.27355419,29648294.528592125,5720.349563046191,0.0,612.0774032459427,0.0,211.09059625235133
2025-03-22T00:00:00.000000,2247266016.441338,1774292556.6158652,32596.504648487396,3268.150252302952,43325.74611403067,4344.339008770606,15580.13060778702
2024-01-10T00:00:00.000000,1118081.4563116366,9666.792686357565,1900.749063670412,0.0,203.38014981273403,0.0,3.6998951156615085
2024-05-30T00:00:00.000000,639902712.8305117,538171976.967301,41430.76036073059,0.0,4433.0913585981725,0.0,2042.1969605644813
2024-07-23T00:00:00.000000,824345182.3503275,621378573.5532194,49383.00119536832,6090.509905623052,5283.981127904407,651.684559901666,1531.0368341191615
2024-12-11T00:00:00.000000,1749371588.7570927,1474495731.7917712,89659.99999999996,12205.417322894034,186860.27938831103,25409.20310735138,17915.591354801207
2024-11-12T00:00:00.000000,979790474.2226896,775580654.1369215,69307.77163724948,7020.41493655275,51703.59764138806,5237.229542668352,5501.174216511097
2025-04-09T00:00:00.000000,2091324918.3920913,1659979902.2665007,31177.3518588053,2922.8184875807187,29966.901157679473,2809.3185707122693,11777.041601638783
2024-04-13T00:00:00.000000,478671393.69079256,352879474.7281339,35715.647940074894,0.0,3821.574329588014,0.0,2227.6727475492853
2024-10-07T00:00:00.000000,750285907.133613,581255358.8007343,58675.72451205268,5424.464040357284,43772.09048599132,4046.650174106534,1952.8652581162446
2024-01-21T00:00:00.000000,28103008.288873274,16456592.551472986,5068.664169787764,0.0,542.347066167291,0.0,54.11225890223732
2024-11-30T00:00:00.000000,1418721119.4509044,1192533825.0315475,85699.99999999997,10479.284134758982,116194.67131947674,14216.078096393467,6710.398844267335
2024-05-19T00:00:00.000000,512100781.31582797,443762714.14950377,41358.294607305936,0.0,4425.337522981734,0.0,2186.9603847321846
2024-08-21T00:00:00.000000,693997973.4637166,562091058.1989987,47512.97394273839,4565.312411531424,35444.678561282846,3405.723059002441,1783.1710328277086
2024-08-03T00:00:00.000000,791082766.7053093,615933923.953698,49905.27132042067,4998.225692536598,37229.33240503382,3728.676366632304,1744.941244015829
2024-02-26T00:00:00.000000,65950502.392212495,56654179.851021804,28373.90761548064,0.0,3036.0081148564273,0.0,520.3413256165718
2025-03-04T00:00:00.000000,2410852607.2532887,1905719123.6622508,32201.659750105748,3401.412542206187,58188.3616396371,6146.319964934133,21263.612128055855
2024-07-05T00:00:00.000000,793226619.2352153,620955439.9881092,49881.71640558668,4337.316186616662,5337.343655397773,464.09283196798305,1942.4840154050985
2024-10-25T00:00:00.000000,851830160.9026846,677600908.1349201,59848.71887674203,5243.339298184553,44647.14428204953,3911.5311164456793,3413.8954976384275
2024-06-17T00:00:00.000000,771745529.530688,654620030.6177273,47911.406797058655,3000.867827330512,5126.520527285277,321.0928575243648,2696.421192260021
2024-09-19T00:00:00.000000,703303809.920572,555209349.4328375,51746.119224583956,4105.287282410467,38602.60494153965,3062.5443126782097,2429.360758881303
2025-02-07T00:00:00.000000,2599320841.357463,2099779071.928046,45391.52035408261,4379.509814837125,84618.70377616634,8163.057814907316,21271.83074569296
2024-05-23T00:00:00.000000,565380407.3662857,473926645.49525285,41558.29460730593,0.0,4446.7375229817335,0.0,2344.1603124746275
2024-12-04T00:00:00.000000,1617551601.840678,1257592186.4808178,85700.00000000001,12624.497346490218,127731.27230087644,18816.635340491175,12204.80456060956
2025-03-15T00:00:00.000000,2301485029.517435,1787158603.9549625,33593.394033776545,3325.1110330180804,29022.163367640416,2765.455068709864,16626.199639206967
2024-12-22T00:00:00.000000,2283062699.0429225,1753130093.318817,89660.00000000001,9882.595265210357,203835.33145094535,22459.131036420316,26596.96922047328
2024-08-14T00:00:00.000000,766481534.9979894,562140064.1439552,46582.63004631098,4366.879273489575,34750.64201454797,3257.691938023224,1402.7969832549277
2024-09-30T00:00:00.000000,735480893.3520217,586602771.2000191,56387.29800790254,5468.818774561907,42064.92431389532,4079.7388058231822,2414.049906042442
2024-10-18T00:00:00.000000,732188676.4047153,550254383.1411415,59386.01746043025,5008.440111588919,44301.969025480954,3736.296323245332,2227.538721345373
2024-07-27T00:00:00.000000,775263099.9144703,615117706.3341156,48765.4096899303,5789.988602551645,5217.89883682254,619.5287804730261,1531.3751651562297
2025-02-25T00:00:00.000000,2426154829.254255,2098026164.3593593,33003.92813349281,3733.364232280659,61862.97340427475,6997.703779528824,33758.68739617925
2025-01-27T00:00:00.000000,2859667337.64083,2302092479.5600524,67686.71028045898,6742.758806567861,205147.41923970144,20434.09150733534,23753.01613014241
2024-04-24T00:00:00.000000,506244287.3195245,424766913.98408294,37987.25105118601,0.0,4064.6358624769027,0.0,1314.5849867883362
